文件号	测点增量	数据	标记	测量时间	坐标纬度	坐标经度	仪器号	测区号	操作员	方向	线距	点距	配谐	模式	预置场	采样间隔
0008	35	37151.090	0	2025-02-25 18:03:57	LA<N>: 17/2/17.1	LO<E>: 20/56/21.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	36	37659.168	0	2025-02-25 18:04:09	LA<N>: 17/2/17.2	LO<E>: 20/56/21.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	37	37973.902	0	2025-02-25 18:04:21	LA<N>: 17/2/17.3	LO<E>: 20/56/21.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	38	37339.531	0	2025-02-25 18:04:37	LA<N>: 17/2/17.4	LO<E>: 20/56/21.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	39	37371.875	0	2025-02-25 18:04:49	LA<N>: 17/2/17.5	LO<E>: 20/56/22.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	40	37260.020	0	2025-02-25 18:05:01	LA<N>: 17/2/17.6	LO<E>: 20/56/22.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	41	37046.707	0	2025-02-25 18:05:13	LA<N>: 17/2/17.8	LO<E>: 20/56/22.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	42	37102.207	0	2025-02-25 18:05:27	LA<N>: 17/2/17.9	LO<E>: 20/56/22.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	43	36873.063	0	2025-02-25 18:05:41	LA<N>: 17/2/18.0	LO<E>: 20/56/22.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	44	37325.145	0	2025-02-25 18:05:57	LA<N>: 17/2/18.2	LO<E>: 20/56/22.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	45	37543.027	0	2025-02-25 18:06:10	LA<N>: 17/2/18.3	LO<E>: 20/56/22.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	46	37074.684	0	2025-02-25 18:06:48	LA<N>: 17/2/18.4	LO<E>: 20/56/22.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	47	37261.156	0	2025-02-25 18:07:02	LA<N>: 17/2/18.5	LO<E>: 20/56/22.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	48	37081.762	0	2025-02-25 18:07:15	LA<N>: 17/2/18.6	LO<E>: 20/56/22.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	49	37081.324	0	2025-02-25 18:07:26	LA<N>: 17/2/18.7	LO<E>: 20/56/22.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	50	36930.855	0	2025-02-25 18:07:42	LA<N>: 17/2/18.7	LO<E>: 20/56/22.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	51	37005.199	0	2025-02-25 18:07:52	LA<N>: 17/2/18.9	LO<E>: 20/56/23.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	52	37238.906	0	2025-02-25 18:08:06	LA<N>: 17/2/19.1	LO<E>: 20/56/23.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	53	37133.781	0	2025-02-25 18:08:20	LA<N>: 17/2/19.3	LO<E>: 20/56/23.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	54	37660.801	0	2025-02-25 18:08:45	LA<N>: 17/2/19.3	LO<E>: 20/56/22.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	55	37456.805	0	2025-02-25 18:08:57	LA<N>: 17/2/19.5	LO<E>: 20/56/22.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	56	37705.984	0	2025-02-25 18:09:10	LA<N>: 17/2/19.6	LO<E>: 20/56/23.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	57	37016.418	0	2025-02-25 18:09:23	LA<N>: 17/2/19.8	LO<E>: 20/56/23.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	58	37369.219	0	2025-02-25 18:09:35	LA<N>: 17/2/19.9	LO<E>: 20/56/23.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	59	38239.238	0	2025-02-25 18:09:57	LA<N>: 17/2/20.1	LO<E>: 20/56/23.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	60	37951.676	0	2025-02-25 18:10:24	LA<N>: 17/2/20.2	LO<E>: 20/56/23.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	61	37477.020	0	2025-02-25 18:10:48	LA<N>: 17/2/20.4	LO<E>: 20/56/23.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	62	37322.516	0	2025-02-25 18:11:06	LA<N>: 17/2/20.4	LO<E>: 20/56/23.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	63	37587.469	0	2025-02-25 18:11:28	LA<N>: 17/2/20.6	LO<E>: 20/56/23.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	64	37355.238	0	2025-02-25 18:11:47	LA<N>: 17/2/20.7	LO<E>: 20/56/23.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	65	38924.801	0	2025-02-25 18:12:02	LA<N>: 17/2/20.8	LO<E>: 20/56/23.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	66	37066.242	0	2025-02-25 18:12:41	LA<N>: 17/2/21.0	LO<E>: 20/56/23.4	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	67	37397.684	0	2025-02-25 18:13:18	LA<N>: 17/2/21.1	LO<E>: 20/56/23.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	68	37208.832	0	2025-02-25 18:13:34	LA<N>: 17/2/21.5	LO<E>: 20/56/23.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	69	38384.703	0	2025-02-25 18:13:45	LA<N>: 17/2/21.4	LO<E>: 20/56/23.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	70	37583.055	0	2025-02-25 18:14:00	LA<N>: 17/2/21.7	LO<E>: 20/56/23.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	71	37895.867	0	2025-02-25 18:14:11	LA<N>: 17/2/21.8	LO<E>: 20/56/23.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	72	37441.961	0	2025-02-25 18:14:22	LA<N>: 17/2/22.1	LO<E>: 20/56/23.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	73	37217.797	0	2025-02-25 18:14:36	LA<N>: 17/2/22.1	LO<E>: 20/56/23.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	74	37938.559	0	2025-02-25 18:14:50	LA<N>: 17/2/22.2	LO<E>: 20/56/24.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	75	37695.414	0	2025-02-25 18:15:04	LA<N>: 17/2/22.3	LO<E>: 20/56/24.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	76	37670.984	0	2025-02-25 18:15:15	LA<N>: 17/2/22.5	LO<E>: 20/56/23.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	77	37778.539	0	2025-02-25 18:15:31	LA<N>: 17/2/22.7	LO<E>: 20/56/23.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	78	37278.422	0	2025-02-25 18:15:48	LA<N>: 17/2/22.9	LO<E>: 20/56/23.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	79	37277.281	0	2025-02-25 18:16:02	LA<N>: 17/2/22.9	LO<E>: 20/56/23.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	80	37641.547	0	2025-02-25 18:16:18	LA<N>: 17/2/23.1	LO<E>: 20/56/23.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	81	38106.551	0	2025-02-25 18:16:32	LA<N>: 17/2/23.3	LO<E>: 20/56/23.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	82	37401.980	0	2025-02-25 18:16:45	LA<N>: 17/2/23.4	LO<E>: 20/56/23.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	83	38021.109	0	2025-02-25 18:17:05	LA<N>: 17/2/23.6	LO<E>: 20/56/23.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	84	37419.445	0	2025-02-25 18:17:21	LA<N>: 17/2/23.9	LO<E>: 20/56/23.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	85	37979.301	0	2025-02-25 18:17:33	LA<N>: 17/2/24.1	LO<E>: 20/56/23.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	86	37748.594	0	2025-02-25 18:17:45	LA<N>: 17/2/24.0	LO<E>: 20/56/24.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	87	37992.086	0	2025-02-25 18:17:56	LA<N>: 17/2/24.1	LO<E>: 20/56/24.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	88	37329.695	0	2025-02-25 18:18:10	LA<N>: 17/2/24.2	LO<E>: 20/56/24.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	89	37742.891	0	2025-02-25 18:18:26	LA<N>: 17/2/24.4	LO<E>: 20/56/24.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	90	38255.352	0	2025-02-25 18:18:43	LA<N>: 17/2/24.5	LO<E>: 20/56/24.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	91	37437.004	0	2025-02-25 18:19:00	LA<N>: 17/2/25.3	LO<E>: 20/56/23.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	92	37205.559	0	2025-02-25 18:19:16	LA<N>: 17/2/25.1	LO<E>: 20/56/24.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	93	37473.344	0	2025-02-25 18:19:32	LA<N>: 17/2/25.1	LO<E>: 20/56/24.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	94	37776.145	0	2025-02-25 18:19:47	LA<N>: 17/2/24.9	LO<E>: 20/56/24.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	95	37556.520	0	2025-02-25 18:20:02	LA<N>: 17/2/24.9	LO<E>: 20/56/24.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	96	37469.656	0	2025-02-25 18:20:12	LA<N>: 17/2/25.0	LO<E>: 20/56/24.4	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	97	37046.480	0	2025-02-25 18:20:29	LA<N>: 17/2/25.2	LO<E>: 20/56/24.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	98	37505.445	0	2025-02-25 18:20:44	LA<N>: 17/2/25.5	LO<E>: 20/56/24.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	99	37751.086	0	2025-02-25 18:20:59	LA<N>: 17/2/25.7	LO<E>: 20/56/24.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0008	100	37681.281	0	2025-02-25 18:21:18	LA<N>: 17/2/25.6	LO<E>: 20/56/24.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	1	37066.141	0	2025-02-25 17:25:49	LA<N>: 17/2/3.7	LO<E>: 20/56/24.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	2	37068.176	0	2025-02-25 17:26:25	LA<N>: 17/2/3.7	LO<E>: 20/56/24.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	3	37192.660	0	2025-02-25 17:26:37	LA<N>: 17/2/3.6	LO<E>: 20/56/24.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	4	37089.840	0	2025-02-25 17:27:17	LA<N>: 17/2/3.5	LO<E>: 20/56/23.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	5	37090.145	0	2025-02-25 17:27:34	LA<N>: 17/2/3.4	LO<E>: 20/56/23.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	6	37089.160	0	2025-02-25 17:27:48	LA<N>: 17/2/3.4	LO<E>: 20/56/23.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	7	37090.609	0	2025-02-25 17:27:58	LA<N>: 17/2/3.3	LO<E>: 20/56/23.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	8	37088.527	0	2025-02-25 17:28:10	LA<N>: 17/2/3.2	LO<E>: 20/56/23.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	9	37088.117	0	2025-02-25 17:28:28	LA<N>: 17/2/3.1	LO<E>: 20/56/23.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	10	37083.070	0	2025-02-25 17:28:39	LA<N>: 17/2/3.1	LO<E>: 20/56/23.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	11	37080.863	0	2025-02-25 17:28:51	LA<N>: 17/2/3.0	LO<E>: 20/56/23.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	12	37074.117	0	2025-02-25 17:29:05	LA<N>: 17/2/2.9	LO<E>: 20/56/23.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	13	37065.477	0	2025-02-25 17:29:23	LA<N>: 17/2/2.8	LO<E>: 20/56/22.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	14	37063.969	0	2025-02-25 17:29:38	LA<N>: 17/2/2.7	LO<E>: 20/56/22.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	15	37058.156	0	2025-02-25 17:29:52	LA<N>: 17/2/2.6	LO<E>: 20/56/22.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	16	37051.082	0	2025-02-25 17:30:07	LA<N>: 17/2/2.5	LO<E>: 20/56/22.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	17	37026.332	0	2025-02-25 17:30:59	LA<N>: 17/2/2.7	LO<E>: 20/56/21.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	18	37027.859	0	2025-02-25 17:31:13	LA<N>: 17/2/2.6	LO<E>: 20/56/21.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	19	37028.219	0	2025-02-25 17:31:27	LA<N>: 17/2/2.7	LO<E>: 20/56/21.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	20	37026.922	0	2025-02-25 17:31:41	LA<N>: 17/2/2.7	LO<E>: 20/56/21.4	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	21	37021.039	0	2025-02-25 17:31:54	LA<N>: 17/2/2.6	LO<E>: 20/56/21.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	22	37020.367	0	2025-02-25 17:32:06	LA<N>: 17/2/2.6	LO<E>: 20/56/21.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	23	37068.906	0	2025-02-25 17:33:34	LA<N>: 17/2/3.5	LO<E>: 20/56/22.4	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	24	37069.047	0	2025-02-25 17:33:47	LA<N>: 17/2/3.5	LO<E>: 20/56/22.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	25	37069.719	0	2025-02-25 17:33:58	LA<N>: 17/2/3.6	LO<E>: 20/56/22.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	26	37069.004	0	2025-02-25 17:34:11	LA<N>: 17/2/3.7	LO<E>: 20/56/22.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	27	37068.902	0	2025-02-25 17:34:22	LA<N>: 17/2/3.8	LO<E>: 20/56/21.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	28	37069.641	0	2025-02-25 17:34:33	LA<N>: 17/2/4.0	LO<E>: 20/56/21.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	29	37070.910	0	2025-02-25 17:34:46	LA<N>: 17/2/4.1	LO<E>: 20/56/21.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	30	37073.188	0	2025-02-25 17:34:58	LA<N>: 17/2/4.3	LO<E>: 20/56/21.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	31	37072.375	0	2025-02-25 17:35:11	LA<N>: 17/2/4.3	LO<E>: 20/56/21.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	32	37071.852	0	2025-02-25 17:35:20	LA<N>: 17/2/4.2	LO<E>: 20/56/21.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	33	37071.074	0	2025-02-25 17:35:32	LA<N>: 17/2/4.5	LO<E>: 20/56/21.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	34	37071.273	0	2025-02-25 17:35:41	LA<N>: 17/2/4.6	LO<E>: 20/56/21.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	35	37073.090	0	2025-02-25 17:35:51	LA<N>: 17/2/4.8	LO<E>: 20/56/21.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	36	37074.117	0	2025-02-25 17:36:03	LA<N>: 17/2/5.0	LO<E>: 20/56/20.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	37	37074.605	0	2025-02-25 17:36:15	LA<N>: 17/2/5.0	LO<E>: 20/56/20.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	38	37074.984	0	2025-02-25 17:36:25	LA<N>: 17/2/4.8	LO<E>: 20/56/20.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	39	37074.266	0	2025-02-25 17:36:37	LA<N>: 17/2/5.3	LO<E>: 20/56/20.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	40	37075.246	0	2025-02-25 17:36:48	LA<N>: 17/2/5.3	LO<E>: 20/56/20.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	41	37074.965	0	2025-02-25 17:37:00	LA<N>: 17/2/5.3	LO<E>: 20/56/20.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	42	37075.391	0	2025-02-25 17:37:12	LA<N>: 17/2/5.5	LO<E>: 20/56/20.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	43	37076.797	0	2025-02-25 17:37:22	LA<N>: 17/2/5.7	LO<E>: 20/56/20.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	44	37077.805	0	2025-02-25 17:37:33	LA<N>: 17/2/5.8	LO<E>: 20/56/20.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	45	37078.734	0	2025-02-25 17:37:45	LA<N>: 17/2/5.9	LO<E>: 20/56/19.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	46	37078.688	0	2025-02-25 17:38:00	LA<N>: 17/2/5.9	LO<E>: 20/56/19.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	47	37078.895	0	2025-02-25 17:38:13	LA<N>: 17/2/6.0	LO<E>: 20/56/19.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	48	37081.035	0	2025-02-25 17:38:26	LA<N>: 17/2/6.2	LO<E>: 20/56/19.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	49	37087.051	0	2025-02-25 17:38:37	LA<N>: 17/2/6.2	LO<E>: 20/56/19.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	50	37087.391	0	2025-02-25 17:38:47	LA<N>: 17/2/6.3	LO<E>: 20/56/19.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	51	37089.578	0	2025-02-25 17:39:02	LA<N>: 17/2/6.5	LO<E>: 20/56/19.3	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	52	37215.117	0	2025-02-25 17:39:15	LA<N>: 17/2/6.6	LO<E>: 20/56/19.1	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	53	37573.641	0	2025-02-25 17:39:30	LA<N>: 17/2/6.8	LO<E>: 20/56/18.9	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	54	38383.781	0	2025-02-25 17:39:43	LA<N>: 17/2/7.0	LO<E>: 20/56/18.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	55	37211.512	0	2025-02-25 17:39:59	LA<N>: 17/2/7.2	LO<E>: 20/56/18.8	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	56	37916.871	0	2025-02-25 17:40:13	LA<N>: 17/2/7.3	LO<E>: 20/56/18.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	57	37568.512	0	2025-02-25 17:40:22	LA<N>: 17/2/7.3	LO<E>: 20/56/18.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	58	37090.602	0	2025-02-25 17:40:33	LA<N>: 17/2/7.4	LO<E>: 20/56/18.5	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	59	37457.328	0	2025-02-25 17:40:45	LA<N>: 17/2/7.4	LO<E>: 20/56/18.4	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	60	37217.703	0	2025-02-25 17:40:59	LA<N>: 17/2/7.5	LO<E>: 20/56/18.2	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	61	37456.711	0	2025-02-25 17:41:13	LA<N>: 17/2/7.8	LO<E>: 20/56/18.0	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	62	37228.328	0	2025-02-25 17:41:23	LA<N>: 17/2/7.8	LO<E>: 20/56/17.7	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
0009	63	37574.168	0	2025-02-25 17:41:37	LA<N>: 17/2/8.1	LO<E>: 20/56/17.6	0001	0002	0001	236	0010	0010	Lock	Manual	037100	010
